bundle_file,offset_start,offset_end,length,source,target
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,168344,168528,62,名前の通り、相手がどう来てもお構いなしに強引に石田流を目指す力技!角交換になっても「序盤は飛車より角」を信じて突き進むんだ。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,168667,168791,42,銀をいきなり上がる出だしの総合戦法。相手の戦型に関係なくこの形にできるのが魅力だよ!,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,168932,169112,60,序盤で飛車をいきなり中段に浮かせて、うろうろしながら歩を取りに行く奇襲戦法。「ウキウキ飛車」っていう別名もあるんだって。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,169254,169459,69,アマ強豪の横山公望さんが考案して自ら「メリケン流」と名付けた攻撃的な向かい飛車!位を取って金を前に出して、ガンガン攻めていくのが特徴だよ。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,169593,169779,62,森下卓先生が考えた矢倉の指し方で、相手の急戦をうまく受け流してじっくり組み上げるのが特徴。「急がば回れ」って感じの作戦だね。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,169904,170093,63,相手が矢倉に組もうとしているところに飛車を中央に持っていって中央突破を狙う戦法。矢倉の弱点である中央を直接攻めちゃう作戦だよ。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,170216,170370,52,矢倉に組んでから棒銀で一直線に攻める、わかりやすくて力強い戦法!銀の突進力で相手の矢倉をこじ開けるんだ。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,170504,170688,62,「やばボーズ」さんが考案した角交換四間飛車の一種。方針が明確で初中級者にも扱いやすいのが特徴で、勝率がとっても高いんだって!,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,170823,171033,70,山田道美先生が大山康晴先生の四間飛車を倒すために研究した対四間飛車急戦の基本定跡。左の銀を使って攻めるっていう発想が当時は画期的だったんだ。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,171166,171365,67,佐々木勇気先生が考えた横歩取りの攻撃的な指し方。飛車を引かずに桂馬を活用してガンガン攻めていく!升田幸三賞を受賞した本格派の戦法だよ。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,171505,171695,64,一度振った飛車をもとの位置に戻して居飛車に戻る戦法。振り飛車と見せかけてUターンするから、相手の陣形構築の計算を狂わせちゃうよ。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,171823,172051,78,銀がふわふわと前線に出てくる様子がUFOみたいだからこの名前なんだって。相掛かりで相手の駒組みを制約する作戦なんだけど、名前がなんだかかわいいよね、えへへ。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,172172,172368,66,居飛車っぽい出だしから、途中でサッと飛車を振って相手をびっくりさせる作戦!「陽動」っていうのは、相手の注意をそらすっていう意味だよ。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,172495,172718,75,大橋貴洸先生が考えた新しい四間飛車で、穴熊に「囲わせてから端で倒す」のが狙い。藤井システムとは逆の発想で升田幸三賞を受賞した、四間飛車の新しい形だよ!,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,172856,173061,69,飛車で横の歩を取りに行く、一歩得をめぐる戦型!序盤から激しい攻め合いになることが多くて、プロでも研究がどんどん進んでいる最先端の将棋だよ。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,173195,173375,60,米長邦雄先生が得意にしていた矢倉への急戦策。相手がのんびり矢倉を組んでいるところに、素早く仕掛けて主導権を握る作戦だよ。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,173519,173721,70,横歩取りからいきなり角を打ち込む奇襲戦法!江戸時代から存在していて、谷川浩司先生が若い頃に連採して36手で勝った記録もあるんだって。すごい!,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,173856,174057,67,対振り飛車で歩をポンと突いて早めに角交換を挑む急戦策。名前の通りスピード重視で、振り飛車側がのんびりしてると一気に攻め込まれちゃうよ。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,174190,174422,78,戸辺誠先生が考案した、まず四間に振ってから三間に振り直す戦法。「四から三」で「よんさん」って読むんだよ。途中下車してから本命に向かうみたいでおもしろいよね!,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,174436,174452,6,4六銀左急戦,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,174561,174741,60,対振り飛車の急戦策で、左の銀を前線に出して攻める戦法。居飛車の基本的な仕掛けのひとつで、いろんな変化があって奥が深いよ。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,174755,174771,6,4六銀右急戦,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,174882,175083,67,右の銀を前線に出して対振り飛車に仕掛ける急戦策。左急戦との違いがちょっとわかりにくいけど、銀の出る方向が違うと攻めの形も変わるんだよ。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,175097,175103,2,力戦,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,175276,175586,104,正式名称は「白色レグホーン・スペシャル」!東大将棋部で開発された角交換四間飛車穴熊で、穴熊に固めてからとにかく攻める「トリ攻め」のスタイルを、採卵用鶏の品種「白色レグホーン」にかけたのが名前の由来なんだって。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,175600,175613,5,6筋位取り,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,175805,176025,74,脇謙二先生が考案した、お互いが同じ形の矢倉に組む同型戦法。まるで鏡みたいな盤面から、先に仕掛けたほうがちょっと得するっていう駆け引きがおもしろいよ!,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,176039,176048,3,居飛車,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,176098,176321,75,飛車を初期位置のまま使って戦う、将棋の基本スタイルのひとつ!振り飛車と対になる大きな分類で、飛車側の攻めと玉側の守りを分担するバランス型の戦い方だよ。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,176335,176341,2,後手,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,176391,176584,65,後手番ならではの独自の駒組みや作戦のこと。先手の出方を見てから方針を決められるのが後手の強みで、カウンター狙いの戦い方ができるよ!,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,176598,176610,4,振り飛車,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,176660,176878,74,飛車を左側に移動させて戦う、攻守一体のスタイル!居飛車とは全く違う世界が広がっていて、美濃囲いとの相性がバツグンだよ。振り飛車党にはたまらないよね!,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,177009,177159,50,一間飛車に穴熊を組み合わせた型。端の飛車で攻めつつ穴熊で堅く守る、一間飛車の代表的な組み合わせだよ。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,177173,177188,5,アヒル戦法,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,177238,177446,70,金銀を左右対称に配置して、まるでアヒルが歩いているような可愛い陣形を作る戦法!見た目は面白いけど、打ち込みの隙が少なくて意外と手強いんだよ。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,177460,177467,3,9七桂,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,177589,177601,4,相居飛車,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,177732,177741,5,通常BGM,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,177753,177858,37,盤上の物語に花を添える定番の調べ。宿舎で設定することでBGMを変更できる。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,177875,177888,5,飛翔-序章,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,177900,177999,35,翼を広げる前の静かなひととき。宿舎で設定することでBGMを変更できる。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,178016,178029,5,飛翔-本章,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,178041,178137,34,翼に確かな鼓動が宿り始める。宿舎で設定することでBGMを変更できる。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,178154,178167,5,飛翔-終章,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,178179,178278,35,解き放たれ、大空を駆けていく。宿舎で設定することでBGMを変更できる。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,178320,178425,37,雪原に研ぎ澄まされる、孤高の闘志。宿舎で設定することでBGMを変更できる。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,178467,178566,35,月夜を駆け抜ける、白銀の咆哮。宿舎で設定することでBGMを変更できる。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,178608,178701,33,漆黒の羽が音もなく広がる。宿舎で設定することでBGMを変更できる。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,178743,178842,35,夜空を妖しく舞う、黒き蝶の華。宿舎で設定することでBGMを変更できる。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,178864,178876,4,普通の駒,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,178888,178975,29,何の変哲もない木の駒。宿舎で設定することで駒を変更できる。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,178992,179004,4,桜花の駒,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,179016,179112,32,薄紅の桜が一面に咲き誇る駒。宿舎で設定することで駒を変更できる。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,179129,179141,4,氷雪の駒,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,179153,179249,32,透き通る氷のような青白い駒。宿舎で設定することで駒を変更できる。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,179266,179278,4,木紋の駒,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,179290,179392,34,年輪を重ねた古木に紋が浮かぶ駒。宿舎で設定することで駒を変更できる。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,179433,179523,30,妖しい紫の光を湛えた駒。宿舎で設定することで駒を変更できる。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,179564,179675,37,秋の山が纏う錦をそのまま閉じ込めた駒。宿舎で設定することで駒を変更できる。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,179716,179815,33,金の煌めきが贅沢に施された駒。宿舎で設定することで駒を変更できる。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,179856,179961,35,眼鏡とネクタイの意匠が刻まれた駒。宿舎で設定することで駒を変更できる。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,180002,180092,30,白狼の紋様が刻まれた駒。宿舎で設定することで駒を変更できる。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,180109,180121,4,聖光の駒,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,180133,180229,32,清らかな祈りの光を宿した駒。宿舎で設定することで駒を変更できる。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,180270,180369,33,闇夜に浮かぶ月の光を纏った駒。宿舎で設定することで駒を変更できる。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,180410,180497,29,清々しい風を纏った駒。宿舎で設定することで駒を変更できる。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,180538,180643,35,黒いレースと蝶の意匠で飾られた駒。宿舎で設定することで駒を変更できる。,
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,181271,182286,369,"自分の対局を将棋AIが詳しく分析してくれる、30日間有効のパスです。
「あの一手は本当に最善だった？」を、棋譜から振り返ることができます。

【価格】
・650円（税込）

【獲得奉納ポイント】
・37pt

【有効期間】
・購入日から30日間

【解放される機能】
・評価値グラフ：一手ごとの形勢を折れ線グラフで可視化
・推奨手順：AIが選ぶ最善手と、その後の進行を表示
・指し手評価：自分の指した手の良し悪しをマーク表示（好手・悪手・疑問手 等）

【追加購入について】
・有効期間中でも追加購入が可能です
・1回の購入で有効期間が30日加算されます
・追加購入は最大1年分まで可能です

※棋譜再生・手順リスト・KIFコピー・盤面画像共有は、パスがなくても利用できます。
※棋譜再生画面の「解析を利用する」ボタンからも購入できます。",
77466306cf3a4254b1dac34dde0a9942__remote_assets__project_masterdata_runtimemasterdata.bundle,182299,183149,326,"30日間、棋晶石をお得に獲得できる買い切り型のパスです。

【価格】
・650円（税込）

【獲得奉納ポイント】
・37pt

【有効期間】
・購入日から30日間

【セット内容】
・購入時にすぐ獲得：有償棋晶石 325個
・毎日のログイン時：無償棋晶石 60個（30日間で合計1,800個）
・満額受取時の合計：棋晶石 2,125個

【追加購入について】
・有効期間中でも追加購入が可能です
・1回の購入で有効期間が30日加算されます
・追加購入は最大1年分まで可能です
・追加購入時もすぐに有償棋晶石325個を獲得します

※受け取り忘れた日の分は消滅します。
※棋晶石...縁結びを引いたり特定のアイテムを交換するなどに必要なゲーム内通貨です。",
